code,title,definition,longdefinition,inclusions,exclusions
8A61.30,Juvenile myoclonic epilepsy,"Epilepsy with onset between the ages of 6 and 25 years with myoclonic jerks without loss of consciousness predominantly occurring early in the morning. Intelligence is not affected. Jerks may be facilitated by sleep deprivation, stress, or certain visual stimuli. Convulsive seizures may occur and may be preceded by myoclonic jerks.",,,
8A61.31,Juvenile absence epilepsy,"Juvenile absence epilepsy is one of the age-related idiopathic generalised epilepsies (IGE) with an age at onset between 10 and 17 years of age, and is characterised by sporadic (non-pyknoleptic) occurrence of absence seizures frequently associated with generalised tonic-clonic seizures (GTCS) predominantly on awakening. Interictal and ictal EEG shows generalised spike and wave discharges with normal background activity.",,,
8A61.32,Benign adult familial myoclonus epilepsy,"Benign adult familial myoclonic epilepsy (BAFME) is an inherited epileptic syndrome characterised by cortical hand tremors, myoclonic jerks and occasional generalised or focal seizures with a non-progressive or very slowly progressive disease course, and no signs of early dementia or cerebellar ataxia.",,,
8A61.3Y,Other specified genetic epileptic syndrome with adolescent or adult onset,,,,
8A61.3Z,"Genetic epileptic syndrome with adolescent or adult onset, unspecified",,,,
8A61.40,Reflex epilepsies,"Reflex epilepsies are rare epileptic syndromes with seizures induced by specific triggering factors (either by visual, auditory, somato-sensitive or somato-motor stimulation, or by higher cortical function activities). Photosensitive epilepsies are the most frequent form. Spontaneous seizures may also occur. ""Reflex seizures'"" can be classified into a simple ""pure"" reflex epilepsy and a complex group. The former comprises seizure triggered by simple sensory stimuli or by movements (photosensitive epilepsies). The latter are triggered by complex mental and emotional processes (verbal and non-verbal epilepsies).",,,
8A61.41,Progressive myoclonic epilepsy,,,,
8A61.4Y,Other specified genetic epileptic syndromes with variable age of onset,,,,
8A61.4Z,"Genetic epileptic syndromes with variable age of onset, unspecified",,,,
8A61.Y,Other specified genetic or presumed genetic syndromes primarily expressed as epilepsy,,,,
8A61.Z,"Genetic or presumed genetic syndromes primarily expressed as epilepsy, unspecified",,,,
8A62.0,Infantile spasms,"Syndrome characterised by the subacute onset of brief, repeated seizures with axial or limb flexion, occurring in clusters. EEG shows hypsarrhythmia, i.e., chaotic, high voltage slowing multifocal spikes, with ictal abrupt decremental pattern. Various structural brain pathologies may be present, or no cause may be found. Two-thirds of children have subsequent cognitive deficits.",,,
8A62.1,Lennox-Gastaut syndrome,"Syndrome defined as a cryptogenic or symptomatic generalised epilepsy, which is characterised by the following symptomatic triad: several epileptic seizures (atypical absences, axial tonic seizures and sudden atonic or myoclonic falls)~ diffuse slow interictal spike waves in the waking EEG (< 3 Hz) and fast rhythmic bursts (10 Hz) during sleep~ slow mental development associated with personality disturbances.",,,
8A62.2,Acquired epileptic aphasia,"Epilepsy with onset in a previously normal child characterised by acquired aphasia, variable seizure types, focal bitemporal EEG epileptiform abnormalities (1.5-5 Hz spike and slow-waves), frequently activated by sleep, with or without seizures. Behavioural disorders such as hyperactivity and attention deficit are common. There is no documented brain pathology.",,,
8A62.Y,Other specified epileptic encephalopathies,,,,
8A62.Z,"Epileptic encephalopathies, unspecified",,,,
8A63.00,Simple febrile seizures,"Febrile seizures lasting less than 15 minutes, with no focal features and no occurrence in series.",,,
8A63.01,Complex febrile seizures,Febrile seizures lasting longer than 15 minutes and/or multiple episodes occurring within 24 hours and/or seizures with focal features.,,,
8A63.0Y,Other specified febrile seizures,,,,
8A63.0Z,"Febrile seizures, unspecified",,,,
8A63.Y,Seizure due to other acute cause,,,,
8A63.Z,Seizure due to unspecified acute cause,,,,
8A64,Single seizure due to remote causes,"An unprovoked seizure occurring in a patient with no history of antecedent seizures but with abnormalities of brain development or a potentially responsible clinical condition (metabolic, structural, toxic). The temporal relationship with the CNS insult is beyond the interval estimated for the occurrence of acute symptomatic seizures. The CNS insult may be static or progressive.",,,
8A65,Single unprovoked seizure,A seizure occurring in the absence of a potentially responsible structural or metabolic condition or beyond the interval estimated for the occurrence of an acute symptomatic seizure.,,,
8A66.0,Convulsive status epilepticus,Convulsive status epilepticus is defined as 5 min or more of (i) continuous clinical convulsive seizure activity or (ii) recurrent seizure activity without recovery (returning to baseline) between seizures.,,,
8A66.10,Absence status epilepticus,"An absence seizure (see absence seizures, typical and atypical) lasting >10 min (on average 10-15 min).",,,
8A66.1Y,Other specified non-convulsive status epilepticus,,,,
8A66.1Z,"Non-convulsive status epilepticus, unspecified",,,,
8A66.Y,Other specified status epilepticus,,,,
8A66.Z,"Status epilepticus, unspecified",,,,
8A67,Acute repetitive seizures,"Acute repetitive seizures are multiple seizures, with a distinct time of onset, with recovery between each seizure, occurring within 24 hours in adults, or 12 hours in children.",,,
8A68.0,Focal unaware seizure,"Previously termed “complex partial seizures”, define seizures originating within networks limited to one hemisphere and accompanied by loss of awareness (i.e., knowledge of self or environment).",,,
8A68.1,"Absence seizures, atypical","Absence seizures with changes in tone more pronounced than in typical absences or with non-abrupt onset and/or cessation, often associated with slow, irregular, generalised spike-wave activity.",,,
8A68.2,"Absence seizures, typical","Seizures characterised by sudden onset, interruption of ongoing activities, blank stare, possibly brief upward gaze deviation, unresponsiveness, duration from few seconds to half a minute, and rapid recovery. An EEG would show generalised epileptiform discharges during the event.",,,
8A68.3,Focal aware seizure,"Focal aware seizures define seizures originating within networks limited to one hemisphere and accompanied by awareness (i.e., knowledge of self or environment).",,,
8A68.4,Generalised tonic-clonic seizure,"A seizure characterized by an abrupt onset with loss of consciousness and bilateral tonic extension of the trunk and limbs (tonic phase) followed by synchronous muscle jerking (clonic phase). Usually followed by a postictal phase, lasting for several minutes up to hours, characterized by initial mydriasis, body relaxation, hypotonia, and sleep.",,,
8A68.5,Generalised myoclonic seizure,"Seizure characterized by sudden, rapid brief (<100msec) involuntary muscle jerks that may involve just one muscle or the entire trunk musculature and are associated with an ictal EEG discharge. Can occur bilaterally, unilaterally, synchronously or asynchronously.",,,
8A68.6,Generalised tonic seizure,A seizure characterised by sustained increase in muscle contraction lasting a few seconds to minutes.,,,
8A68.7,Generalised atonic seizure,"Seizure characterised by sudden loss or diminution of muscle tone without apparent preceding myoclonic or tonic event lasting 1-2 sec, involving head, trunk, jaw, or limb muscles.",,,
8A68.Y,Other specified type of seizure,,,,
8A68.Z,"Type of seizure, unspecified",,,,
8A6Y,Other specified epilepsy or seizures,,,,
8A6Z,"Epilepsy or seizures, unspecified",,,,
8A80.0,Migraine without aura,"Recurrent headache disorder manifesting in attacks lasting 4-72 hours. The duration of attacks may be shorter in children. Typical characteristics of the headache are unilateral location, pulsating quality, moderate or severe intensity, aggravation by routine physical activity and association with nausea and/or photophobia and phonophobia.",,,
8A80.10,Hemiplegic migraine,Migraine with aura including motor weakness.,,,
8A80.1Y,Other specified migraine with aura,,,,
8A80.1Z,"Migraine with aura, unspecified",,,,
8A80.2,Chronic migraine,"Headache occurring on 15 or more days per month for more than three months, which, on at least eight days per month, has the features of migraine headache and is not associated with medication overuse.",,,
8A80.30,Status migrainosus,A debilitating migraine attack lasting for more than 72 hours,,,
8A80.3Y,Other specified complications related to migraine,,,,
8A80.4,Cyclic vomiting syndrome,"Recurrent episodic attacks, usually stereotypical in the individual patient, of vomiting and intense nausea. Attacks are associated with pallor and lethargy. There is complete resolution of symptoms between attacks.",,,
8A80.Y,Other specified migraine,,,,
8A80.Z,"Migraine, unspecified",,,,
8A81.0,Infrequent episodic tension-type headache,"Infrequent episodes of headache, typically bilateral, pressing or tightening in quality and of mild to moderate intensity, lasting minutes to days. The pain does not worsen with routine physical activity and is not associated with nausea, but photophobia or phonophobia may be present.",,,
8A81.1,Frequent episodic tension-type headache,"Frequent episodes of headache, typically bilateral, pressing or tightening in quality and of mild to moderate intensity, lasting minutes to days. The pain does not worsen with routine physical activity and is not associated with nausea, but photophobia or phonophobia may be present.",,,
8A81.2,Chronic tension-type headache,"A disorder evolving from frequent episodic tension-type headache, with daily or very frequent episodes of headache, typically bilateral, pressing or tightening in quality and of mild to moderate intensity, lasting hours to days, or unremitting. The pain does not worsen with routine physical activity, but may be associated with mild nausea, photophobia or phonophobia.",,,
8A81.Y,Other specified tension-type headache,,,,
8A81.Z,"Tension-type headache, unspecified",,,,
8A82,Trigeminal autonomic cephalalgias,"A group of related primary headache disorders essentially characterised by unilateral headache and trigeminal autonomic activation. In most but not all of these disorders, the headache is short-lasting and very frequently recurring, but sometimes remitting for long periods.",,,
8A83,Other primary headache disorder,"A group of clinically heterogeneous headache disorders, believed to be primary. Although largely unrelated, they fall into four categories: headaches associated with physical exertion~ headaches attributed to direct physical but innocuous stimuli~ epicranial headaches~ and other miscellaneous primary headache disorders.",,,
8A84.0,Acute headache associated with traumatic injury to the head,Headache of less than three months’ duration associated with traumatic injury to the head.,,,
8A84.1,Persistent headache associated with traumatic injury to the head,Headache of greater than three months’ duration caused by traumatic injury to the head.,,,
8A84.Y,Other specified secondary headache,,,,
8A84.Z,"Secondary headache, unspecified",,,,
